category,distance
C1,84.0447067059033
C1,86.1885428303125
C1,88.9215826448166
C1,87.6405553841934
C1,85.6046664790749
C1,87.7358254107821
C1,85.3396684054732
C1,72.6531665129439
C1,87.4897965496147
C1,85.708606286561
C1,89.6963143230549
C1,82.0968224097212
C1,88.8554415805304
C1,85.6183019535693
C1,81.8600780688811
C1,80.2228506640788
C1,85.1938067647653
C1,79.1111566750213
C1,79.572907549745
C1,90.1674190237627
C1,78.0838937634901
C1,83.1738962010058
C1,81.3513568380992
C1,76.2314716322598
C1,74.0391692107958
C1,82.4178216379182
C1,79.463025892944
C1,83.8682452389534
C1,87.368166506687
C1,87.0123626702123
C1,80.4247353310273
C1,86.7928814779748
C1,70.860592149853
C1,89.017043589624
C2,81.960213891169
C2,88.3226305594344
C2,78.3927373029713
C2,89.4833896839687
C2,82.6357538875382
C2,87.7358254107821
C2,83.3617311956999
C2,89.7188213954954
C2,77.0268257361381
C2,85.8267409875046
C2,92.1878147137572
C2,87.0880108193474
C2,86.6165814789389
C2,80.3814254826805
C2,80.2433822085702
C2,78.9660171582258
C2,85.5363353444301
C2,82.429068021864
C2,82.5975093110055
C2,81.3513568380992
C2,78.553393831391
C2,84.6253780707534
C2,80.9312692192363
C2,79.3469343641193
C2,81.9064693658738
C2,81.0357288699338
C2,78.6417465596178
C2,82.7408263748894
C3,81.960213891169
C3,88.3226305594344
C3,88.9215826448166
C3,87.6405553841934
C3,87.4688689052997
C3,87.2218467910497
C3,86.4642629215025
C3,76.2430937386352
C3,83.7039885049865
C3,77.490972688716
C3,72.6531665129439
C3,87.4897965496147
C3,85.708606286561
C3,92.1007799463297
C3,82.7811943516806
C3,92.6208101917913
C3,85.1938067647653
C3,80.2433822085702
C3,78.9660171582258
C3,90.1674190237627
C3,78.0838937634901
C3,82.01651460416
C3,87.7488862168313
C3,81.6053108633314
C3,74.7817182819081
C3,81.4021721840243
C3,82.9752272303367
C3,74.0391692107958
C3,82.4178216379182
C3,79.463025892944
C3,84.5282602210114
C3,78.5617205274186
C3,86.8460468448151
C3,89.017043589624
C4,86.5062265999441
C4,86.1885428303125
C4,88.9215826448166
C4,88.755264576038
C4,76.2430937386352
C4,83.7039885049865
C4,77.490972688716
C4,72.6531665129439
C4,87.4897965496147
C4,74.6266601417458
C4,89.6963143230549
C4,81.8600780688811
C4,92.6208101917913
C4,81.4822363913566
C4,79.572907549745
C4,90.1674190237627
C4,85.3737434511355
C4,74.7817182819081
C4,81.4021721840243
C4,82.9752272303367
C4,74.0391692107958
C4,82.4178216379182
C4,73.6495829609819
C4,83.8682452389534
C4,86.7928814779748
C4,86.8460468448151
C5,81.960213891169
C5,88.3226305594344
C5,87.0009626277396
C5,85.8622848597476
C5,84.4050880316816
C5,82.9319711520318
C5,86.4964844759974
C5,84.1665713772365
C5,87.4897965496147
C5,85.708606286561
C5,75.3845029720046
C5,87.0880108193474
C5,85.4561436288283
C5,82.8349291482616
C5,82.7811943516806
C5,80.2228506640788
C5,80.2433822085702
C5,78.9660171582258
C5,84.7809140374134
C5,75.9792764104885
C5,79.4068296716237
C5,80.2554189580388
C5,73.9906863780358
C5,86.5366847979462
C5,82.4178216379182
C5,79.463025892944
C5,75.1676112182377
C5,81.0357288699338
C5,79.2402900119815
C5,83.8331806998496
C5,78.5617205274186
C5,70.860592149853
C6,86.5062265999441
C6,86.3636898034289
C6,82.7054525259156
C6,85.8622848597476
C6,84.2862061039485
C6,82.8954111335559
C6,77.490972688716
C6,72.6531665129439
C6,87.0880108193474
C6,85.4561436288283
C6,85.6183019535693
C6,85.4578379100988
C6,81.4822363913566
C6,83.3904531378654
C6,86.9008033870877
C6,75.9792764104885
C6,72.6404776780297
C6,79.3527571897117
C6,82.9752272303367
C6,74.0391692107958
C6,81.0357288699338
C6,79.2402900119815
C6,80.4247353310273
C6,81.7861474331464
C7,86.5062265999441
C7,88.3226305594344
C7,78.3927373029713
C7,79.2566572972919
C7,86.6462624156443
C7,76.6672294373689
C7,86.4964844759974
C7,84.1665713772365
C7,87.4897965496147
C7,85.708606286561
C7,80.3905234440522
C7,82.0968224097212
C7,88.8554415805304
C7,80.2925699299489
C7,81.0971108134568
C7,81.4822363913566
C7,78.9660171582258
C7,85.5363353444301
C7,82.9086684899011
C7,80.3055155287506
C7,82.1787487356303
C7,73.9906863780358
C7,86.5366847979462
C7,82.4178216379182
C7,79.463025892944
C7,83.1790906141032
C7,87.368166506687
C7,87.0123626702123
C7,80.9638661156317
C7,86.8302989824602
C8,86.5062265999441
C8,82.6357538875382
C8,87.2218467910497
C8,86.4964844759974
C8,72.6531665129439
C8,76.3587741222765
C8,79.4343659058238
C8,89.1777261938486
C8,82.6427450321427
C8,81.4822363913566
C8,82.5975093110055
C8,87.7488862168313
C8,73.9906863780358
C8,74.0391692107958
C8,77.9013048759148
C8,73.7737658700612
C8,85.2282739966048
C8,78.1403623060637
C9,84.0447067059033
C9,89.2797369573479
C9,88.9215826448166
C9,76.1239276444137
C9,84.4050880316816
C9,83.7039885049865
C9,77.490972688716
C9,92.1878147137572
C9,86.034937416968
C9,79.4343659058238
C9,89.1777261938486
C9,81.8600780688811
C9,80.2228506640788
C9,85.1938067647653
C9,79.1111566750213
C9,85.9382804660224
C9,90.1674190237627
C9,81.1424115959953
C9,79.4068296716237
C9,81.4021721840243
C9,82.9752272303367
C9,81.9064693658738
C9,80.9430032626555
C9,73.7737658700612
C9,85.2282739966048
C9,86.7928814779748
C9,70.860592149853
C9,89.017043589624
C10,81.960213891169
C10,88.3226305594344
C10,81.9033049539198
C10,76.1239276444137
C10,86.6462624156443
C10,77.0268257361381
C10,87.9984274966721
C10,80.3118924145064
C10,87.0880108193474
C10,80.8090822733417
C10,87.0513444535927
C10,80.2433822085702
C10,78.9660171582258
C10,81.9198592725913
C10,81.1424115959953
C10,80.3055155287506
C10,80.9312692192363
C10,79.9969821843465
C10,80.4426221543388
C10,81.0357288699338
C10,79.2433369054436
C10,76.7287189102143
C11,86.5062265999441
C11,86.3636898034289
C11,82.7054525259156
C11,87.2108599871166
C11,89.2797369573479
C11,88.9215826448166
C11,85.8622848597476
C11,84.2862061039485
C11,82.8954111335559
C11,85.3396684054732
C11,84.1665713772365
C11,76.3587741222765
C11,79.4343659058238
C11,92.1007799463297
C11,82.0968224097212
C11,88.8554415805304
C11,85.6183019535693
C11,82.6427450321427
C11,81.4822363913566
C11,83.3904531378654
C11,86.9008033870877
C11,79.1052820005471
C11,85.9382804660224
C11,90.1674190237627
C11,75.9792764104885
C11,72.6404776780297
C11,79.3527571897117
C11,76.2314716322598
C11,86.5366847979462
C11,77.9013048759148
C11,73.7737658700612
C11,84.5282602210114
C11,87.368166506687
C11,87.0123626702123
C11,80.4247353310273
C11,78.1403623060637
C12,86.5062265999441
C12,86.3636898034289
C12,81.0597366490984
C12,76.1239276444137
C12,84.4050880316816
C12,84.8728264649479
C12,85.8267409875046
C12,92.1878147137572
C12,87.0880108193474
C12,85.4561436288283
C12,89.1777261938486
C12,82.7811943516806
C12,82.4888240063771
C12,85.1938067647653
C12,81.4822363913566
C12,83.3904531378654
C12,88.1922186922569
C12,81.1424115959953
C12,79.4068296716237
C12,83.2275053605563
C12,79.3469343641193
C12,81.9064693658738
C12,81.0357288699338
C12,79.2402900119815
C12,85.2282739966048
C12,78.5617205274186
C12,80.2888854636661
C12,89.017043589624
C13,86.5062265999441
C13,86.3636898034289
C13,78.3927373029713
C13,79.2566572972919
C13,89.5911145905801
C13,81.9033049539198
C13,83.3617311956999
C13,84.2862061039485
C13,76.6672294373689
C13,74.6266601417458
C13,89.6963143230549
C13,82.0968224097212
C13,88.8554415805304
C13,85.6183019535693
C13,81.0971108134568
C13,81.4822363913566
C13,83.3904531378654
C13,85.5363353444301
C13,82.9086684899011
C13,85.8521284356038
C13,81.9198592725913
C13,78.553393831391
C13,72.6404776780297
C13,82.1787487356303
C13,73.6495829609819
C13,83.8682452389534
C13,87.368166506687
C13,87.0123626702123
C13,80.4247353310273
C13,86.8302989824602
C14,84.0447067059033
C14,89.2797369573479
C14,87.0009626277396
C14,84.731246715455
C14,76.2430937386352
C14,83.7039885049865
C14,77.490972688716
C14,72.6531665129439
C14,80.6703086532808
C14,82.1569004228286
C14,75.3845029720046
C14,82.0968224097212
C14,80.2228506640788
C14,80.2925699299489
C14,79.1111566750213
C14,85.9382804660224
C14,84.7809140374134
C14,76.7541477247513
C14,74.7817182819081
C14,81.4021721840243
C14,82.9752272303367
C14,74.0391692107958
C14,88.0847530629619
C14,82.001191132252
C14,75.1676112182377
C14,87.368166506687
C14,70.860592149853
C14,80.9638661156317
C15,86.5062265999441
C15,88.3226305594344
C15,78.3927373029713
C15,79.2566572972919
C15,89.5911145905801
C15,81.9033049539198
C15,88.755264576038
C15,86.6462624156443
C15,87.2218467910497
C15,84.731246715455
C15,89.7188213954954
C15,83.7039885049865
C15,87.9984274966721
C15,89.6963143230549
C15,83.0851356270607
C15,80.8090822733417
C15,87.0513444535927
C15,81.4822363913566
C15,78.9660171582258
C15,85.5363353444301
C15,82.9086684899011
C15,85.8521284356038
C15,81.9198592725913
C15,85.3737434511355
C15,80.3055155287506
C15,87.7488862168313
C15,76.7541477247513
C15,84.6253780707534
C15,81.4021721840243
C15,79.9969821843465
C15,83.8682452389534
C15,77.4527875463559
C15,79.2433369054436
C15,76.7287189102143
C16,81.960213891169
C16,88.3226305594344
C16,78.3927373029713
C16,89.4833896839687
C16,82.6357538875382
C16,87.0009626277396
C16,85.8622848597476
C16,87.9773473214402
C16,80.6703086532808
C16,82.1569004228286
C16,75.3845029720046
C16,83.0851356270607
C16,80.8090822733417
C16,85.6183019535693
C16,81.8600780688811
C16,80.2228506640788
C16,80.2433822085702
C16,78.9660171582258
C16,85.5363353444301
C16,82.429068021864
C16,82.5975093110055
C16,84.7809140374134
C16,75.9792764104885
C16,83.264599498586
C16,88.0847530629619
C16,82.001191132252
C16,75.1676112182377
C16,77.4527875463559
C16,79.2433369054436
C16,80.4247353310273
C16,86.7928814779748
C16,70.860592149853
C17,86.5062265999441
C17,86.3636898034289
C17,82.7054525259156
C17,87.2108599871166
C17,89.2797369573479
C17,88.9215826448166
C17,87.6405553841934
C17,85.6046664790749
C17,78.2996311617805
C17,84.731246715455
C17,76.2430937386352
C17,83.7039885049865
C17,87.9984274966721
C17,80.3118924145064
C17,81.8600780688811
C17,80.2228506640788
C17,81.4822363913566
C17,83.3904531378654
C17,86.9008033870877
C17,79.1052820005471
C17,85.9382804660224
C17,90.1674190237627
C17,78.0838937634901
C17,83.1738962010058
C17,86.1283647808404
C17,76.7541477247513
C17,74.7817182819081
C17,81.4021721840243
C17,79.9969821843465
C17,80.4426221543388
C17,86.7928814779748
C17,70.860592149853
C18,81.960213891169
C18,86.1885428303125
C18,87.0009626277396
C18,84.731246715455
C18,89.7188213954954
C18,77.0268257361381
C18,87.9984274966721
C18,80.3118924145064
C18,80.6703086532808
C18,82.1569004228286
C18,75.3845029720046
C18,82.0968224097212
C18,88.8554415805304
C18,85.6183019535693
C18,81.8600780688811
C18,80.2228506640788
C18,80.2433822085702
C18,79.572907549745
C18,84.7809140374134
C18,76.7541477247513
C18,84.6253780707534
C18,80.9312692192363
C18,79.9969821843465
C18,80.4426221543388
C18,88.0847530629619
C18,82.001191132252
C18,75.1676112182377
C18,87.368166506687
C18,87.0123626702123
C18,80.4247353310273
C18,86.7928814779748
C18,70.860592149853
C19,84.0447067059033
C19,89.5911145905801
C19,81.9033049539198
C19,88.755264576038
C19,86.6462624156443
C19,87.2218467910497
C19,84.731246715455
C19,89.7188213954954
C19,83.7039885049865
C19,77.490972688716
C19,80.3118924145064
C19,80.6703086532808
C19,74.6266601417458
C19,89.6963143230549
C19,83.0851356270607
C19,86.6165814789389
C19,80.3814254826805
C19,81.0971108134568
C19,79.1111566750213
C19,85.8521284356038
C19,81.9198592725913
C19,85.3737434511355
C19,80.3055155287506
C19,87.7488862168313
C19,76.7541477247513
C19,84.6253780707534
C19,81.4021721840243
C19,82.9752272303367
C19,80.4426221543388
C19,88.0847530629619
C19,73.6495829609819
C19,83.8682452389534
C19,77.4527875463559
C19,78.6417465596178
C19,82.7408263748894
C19,86.8302989824602
C20,81.960213891169
C20,89.5911145905801
C20,81.9033049539198
C20,88.755264576038
C20,84.4050880316816
C20,82.9319711520318
C20,86.4642629215025
C20,76.2430937386352
C20,83.7039885049865
C20,77.490972688716
C20,80.3118924145064
C20,86.034937416968
C20,85.4561436288283
C20,82.8349291482616
C20,82.7811943516806
C20,82.4888240063771
C20,80.2925699299489
C20,81.0971108134568
C20,80.2433822085702
C20,85.8521284356038
C20,81.9198592725913
C20,85.3737434511355
C20,79.4068296716237
C20,80.2554189580388
C20,81.6053108633314
C20,74.7817182819081
C20,81.4021721840243
C20,82.9752272303367
C20,80.4426221543388
C20,80.9430032626555
C20,79.2402900119815
C20,83.8331806998496
C20,78.5617205274186
C20,80.2888854636661
C20,80.9638661156317
C20,86.8302989824602
C21,84.0447067059033
C21,89.5911145905801
C21,81.9033049539198
C21,76.1239276444137
C21,89.7188213954954
C21,82.8954111335559
C21,85.3396684054732
C21,72.6531665129439
C21,87.4897965496147
C21,85.708606286561
C21,80.3905234440522
C21,86.034937416968
C21,85.4561436288283
C21,82.8349291482616
C21,82.7811943516806
C21,82.4888240063771
C21,79.1111566750213
C21,85.8521284356038
C21,81.9198592725913
C21,81.1424115959953
C21,84.6253780707534
C21,79.3527571897117
C21,76.2314716322598
C21,74.0391692107958
C21,82.4178216379182
C21,79.463025892944
C21,83.1790906141032
C21,80.9430032626555
C21,79.2402900119815
C21,83.8331806998496
C21,78.5617205274186
C21,80.2888854636661
C22,86.5062265999441
C22,86.3636898034289
C22,78.3927373029713
C22,89.4833896839687
C22,82.6357538875382
C22,87.0009626277396
C22,88.755264576038
C22,86.6462624156443
C22,82.9319711520318
C22,86.4642629215025
C22,87.9773473214402
C22,87.4897965496147
C22,85.708606286561
C22,80.3905234440522
C22,83.0851356270607
C22,80.8090822733417
C22,82.8349291482616
C22,82.6427450321427
C22,82.8233772299573
C22,81.4822363913566
C22,83.3904531378654
C22,85.5363353444301
C22,82.429068021864
C22,82.5975093110055
C22,84.7809140374134
C22,85.3737434511355
C22,80.3055155287506
C22,80.2554189580388
C22,81.6053108633314
C22,83.264599498586
C22,82.4178216379182
C22,79.463025892944
C22,83.1790906141032
C22,77.4527875463559
C22,79.2433369054436
C22,83.8331806998496
C22,78.1403623060637
C22,80.365832691227
C23,87.6405553841934
C23,85.6046664790749
C23,78.2996311617805
C23,83.3617311956999
C23,89.7188213954954
C23,82.8954111335559
C23,88.8554415805304
C23,80.3814254826805
C23,82.6427450321427
C23,82.8233772299573
C23,78.0838937634901
C23,83.1738962010058
C23,86.1283647808404
C23,78.553393831391
C23,84.6253780707534
C23,79.3527571897117
C23,87.0123626702123
C23,82.7408263748894
C23,78.1403623060637
C23,80.365832691227
C24,89.4833896839687
C24,82.6357538875382
C24,87.0009626277396
C24,85.8622848597476
C24,89.7188213954954
C24,82.8954111335559
C24,85.3396684054732
C24,84.1665713772365
C24,84.8728264649479
C24,85.8267409875046
C24,80.3905234440522
C24,83.0851356270607
C24,80.8090822733417
C24,82.8349291482616
C24,82.7811943516806
C24,82.4888240063771
C24,87.0513444535927
C24,82.6427450321427
C24,82.8233772299573
C24,82.429068021864
C24,82.5975093110055
C24,84.7809140374134
C24,75.9792764104885
C24,84.6253780707534
C24,79.3527571897117
C24,76.2314716322598
C24,86.5366847979462
C24,83.2275053605563
C24,79.3469343641193
C24,83.1790906141032
C24,77.4527875463559
C24,79.2433369054436
C24,83.8331806998496
C24,78.5617205274186
C24,80.2888854636661
C24,76.7287189102143
C24,78.1403623060637
C24,80.365832691227
C25,84.0447067059033
C25,86.1885428303125
C25,81.9033049539198
C25,76.1239276444137
C25,84.4050880316816
C25,82.9319711520318
C25,86.4964844759974
C25,87.9773473214402
C25,84.8728264649479
C25,74.6266601417458
C25,89.6963143230549
C25,83.0851356270607
C25,82.8233772299573
C25,79.1111566750213
C25,79.572907549745
C25,81.9198592725913
C25,81.1424115959953
C25,79.4068296716237
C25,80.2554189580388
C25,73.9906863780358
C25,83.264599498586
C25,83.2275053605563
C25,73.6495829609819
C25,83.8682452389534
C25,77.4527875463559
C25,80.365832691227
C26,81.960213891169
C26,88.3226305594344
C26,88.9215826448166
C26,88.755264576038
C26,84.4050880316816
C26,82.9319711520318
C26,77.490972688716
C26,80.3118924145064
C26,76.3587741222765
C26,85.4561436288283
C26,87.0513444535927
C26,82.6427450321427
C26,80.2433822085702
C26,78.9660171582258
C26,90.1674190237627
C26,85.3737434511355
C26,79.4068296716237
C26,80.2554189580388
C26,82.9752272303367
C26,80.4426221543388
C26,77.9013048759148
C26,79.2402900119815
C26,76.7287189102143
C26,78.1403623060637
C27,86.5062265999441
C27,86.3636898034289
C27,81.0597366490984
C27,88.755264576038
C27,86.6462624156443
C27,87.2218467910497
C27,86.4642629215025
C27,76.2430937386352
C27,83.7039885049865
C27,77.490972688716
C27,72.6531665129439
C27,87.4897965496147
C27,82.1569004228286
C27,75.3845029720046
C27,87.0880108193474
C27,85.4561436288283
C27,85.6183019535693
C27,81.4822363913566
C27,83.3904531378654
C27,88.1922186922569
C27,85.3737434511355
C27,80.3055155287506
C27,87.7488862168313
C27,81.6053108633314
C27,74.7817182819081
C27,81.4021721840243
C27,82.9752272303367
C27,74.0391692107958
C27,82.4178216379182
C27,82.001191132252
C27,75.1676112182377
C27,81.0357288699338
C27,79.2402900119815
C27,80.4247353310273
C28,86.5062265999441
C28,86.1885428303125
C28,81.0597366490984
C28,76.1239276444137
C28,86.6462624156443
C28,76.6672294373689
C28,86.4964844759974
C28,84.1665713772365
C28,84.8728264649479
C28,85.708606286561
C28,92.1007799463297
C28,82.0968224097212
C28,82.4888240063771
C28,87.0513444535927
C28,82.6427450321427
C28,81.4822363913566
C28,79.572907549745
C28,88.1922186922569
C28,81.1424115959953
C28,80.3055155287506
C28,82.1787487356303
C28,73.9906863780358
C28,86.5366847979462
C28,83.2275053605563
C28,79.463025892944
C28,84.5282602210114
C28,87.368166506687
C28,80.2888854636661
C28,76.7287189102143
C28,78.1403623060637
C29,84.0447067059033
C29,87.4688689052997
C29,82.8954111335559
C29,87.9984274966721
C29,80.3118924145064
C29,80.6703086532808
C29,82.1569004228286
C29,75.3845029720046
C29,82.0968224097212
C29,88.8554415805304
C29,87.0513444535927
C29,82.6427450321427
C29,82.8233772299573
C29,79.1111566750213
C29,82.01651460416
C29,79.3527571897117
C29,79.9969821843465
C29,80.4426221543388
C29,88.0847530629619
C29,82.001191132252
C29,75.1676112182377
C29,87.368166506687
C29,87.0123626702123
C29,76.7287189102143
C29,78.1403623060637
C29,80.365832691227
C30,86.5062265999441
C30,86.1885428303125
C30,87.0009626277396
C30,85.8622848597476
C30,89.7188213954954
C30,82.8954111335559
C30,74.6266601417458
C30,89.6963143230549
C30,82.7811943516806
C30,82.4888240063771
C30,85.1938067647653
C30,81.4822363913566
C30,79.572907549745
C30,84.7809140374134
C30,75.9792764104885
C30,84.6253780707534
C30,79.3527571897117
C30,73.6495829609819
C30,83.8682452389534
C30,78.5617205274186
C30,80.2888854636661
C30,89.017043589624
C31,81.960213891169
C31,86.1885428303125
C31,88.9215826448166
C31,88.755264576038
C31,86.6462624156443
C31,87.2218467910497
C31,86.4642629215025
C31,89.6963143230549
C31,85.4578379100988
C31,80.2433822085702
C31,79.572907549745
C31,90.1674190237627
C31,85.3737434511355
C31,80.3055155287506
C31,87.7488862168313
C31,81.6053108633314
C31,83.8682452389534
C31,81.7861474331464
C32,86.5062265999441
C32,88.3226305594344
C32,78.3927373029713
C32,79.2566572972919
C32,89.5911145905801
C32,81.9033049539198
C32,88.755264576038
C32,86.6462624156443
C32,87.2218467910497
C32,85.8267409875046
C32,80.3905234440522
C32,86.034937416968
C32,85.4561436288283
C32,85.6183019535693
C32,81.0971108134568
C32,81.4822363913566
C32,78.9660171582258
C32,85.5363353444301
C32,82.9086684899011
C32,85.8521284356038
C32,81.9198592725913
C32,85.3737434511355
C32,80.3055155287506
C32,87.7488862168313
C32,79.3469343641193
C32,83.1790906141032
C32,80.9430032626555
C32,79.2402900119815
C32,80.4247353310273
C32,86.8302989824602
C33,81.960213891169
C33,88.3226305594344
C33,81.0597366490984
C33,89.4833896839687
C33,87.4688689052997
C33,87.7358254107821
C33,83.3617311956999
C33,87.9773473214402
C33,77.0268257361381
C33,87.9984274966721
C33,80.3118924145064
C33,80.6703086532808
C33,88.8554415805304
C33,80.3814254826805
C33,82.6427450321427
C33,80.2433822085702
C33,78.9660171582258
C33,88.1922186922569
C33,82.429068021864
C33,82.01651460416
C33,81.3513568380992
C33,78.553393831391
C33,83.264599498586
C33,80.9312692192363
C33,79.9969821843465
C33,80.4426221543388
C33,88.0847530629619
C33,87.0123626702123
C33,82.7408263748894
C33,78.1403623060637
C34,86.5062265999441
C34,86.3636898034289
C34,81.9033049539198
C34,85.8622848597476
C34,84.2862061039485
C34,76.6672294373689
C34,77.490972688716
C34,72.6531665129439
C34,86.034937416968
C34,80.8090822733417
C34,85.6183019535693
C34,82.6427450321427
C34,81.4822363913566
C34,83.3904531378654
C34,81.9198592725913
